feature,root,month,spearman_ic,pvalue,observations
rv_z_SI,HG,2025-09,0.08771824895632677,8.465194210939651e-17,8974
rv_z_SI,HG,2025-10,0.00424913335897175,0.5958199168479847,15585
rv_z_SI,HG,2025-11,0.048849589764280714,5.2767875163749206e-06,8681
rv_z_SI,HG,2025-12,0.04248532577442092,2.675261429694957e-06,12200
rv_z_SI,HG,2026-01,0.0098674593190679,0.17948197621604717,18508
rv_z_SI,HG,2026-02,0.04047945613829338,0.0001240121793693422,8985
rv_z_SI,HG,2026-03,0.04561095649580677,3.9981843185396694e-06,10214
rv_z_SI,HG,2026-04,0.10086939694494801,6.726472745718998e-17,6823
rv_z_SI,HG,2026-05,0.08901050547648937,6.57267704586368e-13,6498
rv_z_SI,HG,2026-06,0.0008067539393874326,0.9560737112167689,4664
rv_z_SI,PL,2023-07,0.011226389015790919,0.527812787093778,3165
rv_z_SI,PL,2023-08,0.07592642271393531,2.0590004067282706e-06,3901
rv_z_SI,PL,2023-09,0.019915320185936926,0.21883157792319335,3814
rv_z_SI,PL,2023-10,0.08692660159853612,2.787694968921336e-09,4660
rv_z_SI,PL,2023-11,-0.08697945430504404,1.6557329849198198e-08,4198
rv_z_SI,PL,2023-12,0.010459752073319381,0.5121814636095243,3929
rv_z_SI,PL,2024-01,-0.07585988728476827,3.830866654039992e-07,4469
rv_z_SI,PL,2024-02,0.11613147566661064,2.0960878830905444e-13,3973
rv_z_SI,PL,2024-03,-0.03618189907279295,0.0072677005832500275,5503
rv_z_SI,PL,2024-04,0.0811161912863947,5.651803506981782e-13,7874
rv_z_SI,PL,2024-05,0.05096608078336136,3.532147663183457e-05,6580
rv_z_SI,PL,2024-06,0.08624579989724614,4.252079550152385e-09,4624
rv_z_SI,PL,2024-07,0.012535269531620203,0.3515989565931137,5524
rv_z_SI,PL,2024-08,0.09794433636856958,3.035045483788151e-13,5520
rv_z_SI,PL,2024-09,0.06515580130560396,1.924357898270838e-06,5331
rv_z_SI,PL,2024-10,0.07467561013562563,1.3156452413413151e-08,5780
rv_z_SI,PL,2024-11,-0.012309296430022069,0.3612210202925224,5504
rv_z_SI,PL,2024-12,0.05853527296056754,0.00015161833070994078,4184
rv_z_SI,PL,2025-01,0.10231609525730143,1.736065154328039e-12,4731
rv_z_SI,PL,2025-02,-0.05377210123488761,8.995243095941916e-05,5299
rv_z_SI,PL,2025-03,0.10628152945451616,2.826539249154961e-15,5494
rv_z_SI,PL,2025-04,0.01756928792151176,0.10903518034428929,8321
rv_z_SI,PL,2025-05,0.08515007738780944,3.2836483025300966e-13,7290
rv_z_SI,PL,2025-06,0.05843457805724418,1.7264922642476938e-06,6691
rv_z_SI,PL,2025-07,-0.03469623489156617,0.004566951740883755,6680
rv_z_SI,PL,2025-08,0.015211307517475002,0.23986181979877474,5972
rv_z_SI,PL,2025-09,0.0812555347192448,1.2669675026019539e-14,8974
rv_z_SI,PL,2025-10,0.05351341658971196,2.31140039548143e-11,15585
rv_z_SI,PL,2025-11,0.0864104573775686,7.326368345692323e-16,8681
rv_z_SI,PL,2025-12,0.09623794137180021,1.6797787144578887e-26,12200
rv_z_SI,PL,2026-01,0.02864936722236073,9.694457421833966e-05,18508
rv_z_SI,PL,2026-02,0.06582448089715298,4.2283019931869945e-10,8985
rv_z_SI,PL,2026-03,0.07016130735284296,1.2594789704395378e-12,10214
rv_z_SI,PL,2026-04,0.014773538802489276,0.22240469527937834,6823
rv_z_SI,PL,2026-05,0.028871701136822532,0.019944505939328075,6498
rv_z_SI,PL,2026-06,0.08081375189105813,3.264698723287108e-08,4664
rv_z_SI,PA,2023-07,-0.08915616500884224,5.06582754166197e-07,3165
rv_z_SI,PA,2023-08,-0.01250383733766571,0.43495264539873757,3901
rv_z_SI,PA,2023-09,-0.00812142451297834,0.6160871963093858,3814
rv_z_SI,PA,2023-10,0.032285019325691965,0.02753179922138514,4660
rv_z_SI,PA,2023-11,-0.03505699657199375,0.02312073222863886,4198
rv_z_SI,PA,2023-12,0.05367830559595474,0.0007626518238269661,3929
rv_z_SI,PA,2024-01,-0.054383289864966246,0.0002755867641435756,4469
rv_z_SI,PA,2024-02,0.009600060995374292,0.5452241405006524,3973
rv_z_SI,PA,2024-03,0.027572077679076434,0.04082708759120997,5503
rv_z_SI,PA,2024-04,0.04355479189163982,0.00011059871961478484,7874
rv_z_SI,PA,2024-05,0.11258278477035238,5.199436351800661e-20,6580
rv_z_SI,PA,2024-06,-0.003483225940022671,0.8128150204578946,4624
rv_z_SI,PA,2024-07,0.08499995989789302,2.491195036262858e-10,5524
rv_z_SI,PA,2024-08,-0.04263040460980455,0.0015348026562435673,5520
rv_z_SI,PA,2024-09,0.04532967839025729,0.0009309186387173548,5331
rv_z_SI,PA,2024-10,0.007070791846316758,0.5909522059384926,5780
rv_z_SI,PA,2024-11,-0.05176602992224175,0.00012195079684101176,5504
rv_z_SI,PA,2024-12,0.02763662067338594,0.0738647584036368,4184
rv_z_SI,PA,2025-01,0.03172772960925388,0.02908903557926664,4731
rv_z_SI,PA,2025-02,0.06832722558629173,6.408786466952942e-07,5299
rv_z_SI,PA,2025-03,0.0593022059917168,1.090314301683775e-05,5494
rv_z_SI,PA,2025-04,-0.025214408592032507,0.021444467575212886,8321
rv_z_SI,PA,2025-05,-0.057081765606856204,1.0778390729450579e-06,7290
rv_z_SI,PA,2025-06,0.050457709004475694,3.639870251311576e-05,6691
rv_z_SI,PA,2025-07,0.00042541876239936835,0.9722683185601833,6680
rv_z_SI,PA,2025-08,-0.05046676406388086,9.552875850154626e-05,5972
rv_z_SI,PA,2025-09,0.024506273885007254,0.020258045000427275,8974
rv_z_SI,PA,2025-10,0.05316020624408212,3.122436213093418e-11,15585
rv_z_SI,PA,2025-11,0.07075578062468257,4.117892332509897e-11,8681
rv_z_SI,PA,2025-12,0.012813481009061052,0.1570074281719955,12200
rv_z_SI,PA,2026-01,0.009190782190538168,0.21119226342958064,18508
rv_z_SI,PA,2026-02,0.024685781776218857,0.019284902184953285,8985
